title,dept,salary,race,gender,experience
INSPECTOR,Public Works & Engineering-PWE,54600.0,Hispanic,Male,9
CUSTOMER SERVICE SUPERVISOR,Public Works & Engineering-PWE,45178.0,Hispanic,Female,13
SENIOR PUBLIC HEALTH INVESTIGATOR,Health & Human Services,40976.0,Hispanic,Female,25
FINANCIAL ANALYST IV,Health & Human Services,70762.0,Black,Female,18
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,White,Male,7
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,White,Male,2
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,25
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Female,9
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,24
UTILITY WORKER,Public Works & Engineering-PWE,36213.0,Black,Male,12
POLICE SERGEANT,Houston Police Department-HPD,77076.0,Black,Male,17
SYSTEMS SUPPORT ANALYST IV,Public Works & Engineering-PWE,71170.0,Black,Male,11
SANITARIAN III,Health & Human Services,52624.0,Asian,Male,17
EQUIPMENT WORKER,Public Works & Engineering-PWE,37211.0,White,Male,22
ADMINISTRATIVE ASSOCIATE,Houston Police Department-HPD,37336.0,Black,Female,16
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,23
OFFICE SERVICE MANAGER,Houston Police Department-HPD,60653.0,Black,Male,11
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Black,Female,22
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Black,Male,2
ADMINISTRATIVE ASSISTANT,Health & Human Services,40144.0,Black,Female,2
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,White,Male,1
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),70181.0,Hispanic,Male,19
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,White,Male,16
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,3
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Asian,Male,27
ADMINISTRATIVE COORDINATOR,Public Works & Engineering-PWE,66449.0,Hispanic,Female,24
SENIOR CAPTAIN,Houston Fire Department (HFD),74270.0,White,Male,14
POLICE OFFICER,Houston Police Department-HPD,45279.0,Asian,Male,3
LABORER,Houston Airport System (HAS),27082.0,Black,Male,1
MANAGEMENT ANALYST II,Health & Human Services,47632.0,White,Male,1
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,White,Male,1
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,White,Female,26
FIELD SUPERVISOR,Public Works & Engineering-PWE,42640.0,Black,Male,8
MANAGEMENT ANALYST IV,Public Works & Engineering-PWE,62426.0,Hispanic,Female,11
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,20
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,26
TECHNICAL HARDWARE ANALYST I,Public Works & Engineering-PWE,44429.0,Black,Male,11
POLICE OFFICER,Houston Police Department-HPD,52514.0,Asian,Male,6
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,31
HUMAN RESOURCES MANAGER,Public Works & Engineering-PWE,86763.0,Black,Female,36
INSPECTOR,Public Works & Engineering-PWE,47382.0,Asian,Male,7
CUSTOMER SERVICE CLERK,Houston Police Department-HPD,31907.0,Black,Female,27
COMMUNITY LIAISON,Health & Human Services,48027.0,Black,Female,24
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,13
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,10
PLANT OPERATOR SUPERVISOR,Public Works & Engineering-PWE,54995.0,Black,Male,21
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,26
SENIOR POLICE SERVICE OFFICER,Houston Police Department-HPD,30888.0,White,Male,11
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Male,7
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Male,20
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,3
JAIL MEDICAL SPECIALIST,Health & Human Services,46363.0,Hispanic,Male,3
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,24
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Hispanic,Male,9
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,25
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,31
PUBLIC WORKS MAINTENANCE SECTION CHIEF,Public Works & Engineering-PWE,57470.0,Hispanic,Male,7
SUPERINTENDENT,Parks & Recreation,56014.0,Black,Male,16
ADMINISTRATION MANAGER,Public Works & Engineering-PWE,77899.0,Black,Female,28
POLICE SERGEANT,Houston Police Department-HPD,77076.0,Black,Male,11
DATA ENTRY OPERATOR,Houston Police Department-HPD,26125.0,Hispanic,Female,1
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Black,Male,14
WORD PROCESSOR,Houston Police Department-HPD,31845.0,Black,Female,25
TECHNICAL HARDWARE ANALYST I,Public Works & Engineering-PWE,39666.0,Black,Male,3
SANITARIAN I,Health & Human Services,38709.0,Black,Male,4
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,38
SPECIAL SERVICE REPRESENTATIVE,Houston Airport System (HAS),35256.0,White,Female,10
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,32
EQUIPMENT WORKER,Public Works & Engineering-PWE,34632.0,White,Male,3
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,37128.0,Black,Male,10
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,21
ADMINISTRATIVE COORDINATOR,Health & Human Services,53832.0,Black,Male,2
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7
SENIOR POLICE SERVICE OFFICER,Houston Police Department-HPD,30888.0,Black,Female,23
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,20
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,24
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,35
AIRPORT OPERATIONS COORDINATOR,Houston Airport System (HAS),51501.0,White,Male,10
MAINTENANCE MECHANIC I,Houston Airport System (HAS),31158.0,Hispanic,Male,26
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,White,Male,18
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Asian,Male,15
INFRASTRUCTURE ASSESSMENT TECHNICIAN II,Public Works & Engineering-PWE,41683.0,Hispanic,Male,23
EQUIPMENT WORKER,Parks & Recreation,30347.0,Black,Male,7
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Female,25
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,27
POLICE OFFICER,Houston Police Department-HPD,55453.0,White,Male,10
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,32
ASSISTANT DIRECTOR (EXECUTIVE LEVEL),Health & Human Services,120799.0,White,Male,8
POLICE OFFICER,Houston Police Department-HPD,43443.0,Hispanic,Male,1
RECREATION SPECIALIST,Parks & Recreation,28766.0,Black,Male,1
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,22
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Female,21
SENIOR CAPTAIN,Houston Fire Department (HFD),74270.0,White,Male,16
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,Hispanic,Male,15
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,19
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Female,10
PARTY CHIEF,Public Works & Engineering-PWE,53435.0,Hispanic,Male,10
COMMUNITY LIAISON,Health & Human Services,49379.0,Native American,Female,13
ELECTRICIAN,Public Works & Engineering-PWE,48776.0,Hispanic,Male,23
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,White,Male,18
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,Hispanic,Male,20
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,23
ENGINEER,Public Works & Engineering-PWE,78076.0,White,Male,8
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,31
ASSISTANT ARSON INVESTIGATOR,Houston Fire Department (HFD),89590.0,Hispanic,Male,22
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,23
INVENTORY MANAGEMENT SUPERVISOR,Public Works & Engineering-PWE,40186.0,Black,Male,22
GRADUATE ENGINEER,Public Works & Engineering-PWE,69493.0,Hispanic,Male,11
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Female,4
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,13
CUSTODIAN,Parks & Recreation,26125.0,Black,Female,2
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,10
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,8
FIELD SUPERVISOR,Public Works & Engineering-PWE,45989.0,Hispanic,Male,12
ADMINISTRATION MANAGER,Public Works & Engineering-PWE,70115.0,Hispanic,Male,23
STAFF ANALYST,Houston Police Department-HPD,74961.0,White,Female,7
SENIOR INSPECTOR,Public Works & Engineering-PWE,65853.0,Hispanic,Male,23
ASSISTANT DIRECTOR-PUBLIC WORKS (EXECUTI,Public Works & Engineering-PWE,146141.0,White,Female,18
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Female,9
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,8
POLICE OFFICER,Houston Police Department-HPD,45279.0,Black,Male,3
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,27
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,12
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Black,Male,0
STAFF ANALYST,Houston Airport System (HAS),80791.0,Black,Female,11
PROJECT TECHNICIAN IV,Public Works & Engineering-PWE,50586.0,White,Male,2
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,20
SURVEILLANCE INVESTIGATOR-EPIDEMIOLOGY,Health & Human Services,43909.0,Black,Female,10
POLICE OFFICER,Houston Police Department-HPD,43443.0,Asian,Male,1
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Hispanic,Male,1
CUSTOMER SERVICE CLERK,Houston Police Department-HPD,27872.0,Black,Female,14
PROJECT MANAGER,Houston Airport System (HAS),67671.0,Hispanic,Female,7
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,45490.0,Hispanic,Female,37
SUPERVISING ENGINEER,Public Works & Engineering-PWE,102297.0,Asian,Male,8
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,23
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),37669.0,Black,Male,12
POLICE OFFICER,Houston Police Department-HPD,47650.0,White,Female,3
AIRPORT SECURITY INVESTIGATOR,Houston Airport System (HAS),61589.0,White,Male,12
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,14
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,White,Male,1
SUPERVISING ENGINEER,Houston Airport System (HAS),103686.0,White,Male,2
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,White,Male,0
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,Hispanic,Male,20
POLICE OFFICER,Houston Police Department-HPD,60347.0,Asian,Male,14
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,30
FIELD SUPERVISOR,Public Works & Engineering-PWE,49109.0,Black,Male,38
SENIOR INSPECTOR,Public Works & Engineering-PWE,66560.0,White,Male,18
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,42453.0,Hispanic,Female,19
RECREATION SUPERVISOR,Parks & Recreation,35339.0,Black,Female,17
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,23
BREASTFEEDING PEER COUNSELOR,Health & Human Services,28600.0,Hispanic,Female,1
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,23
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,12
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Male,18
CAPTAIN,Houston Fire Department (HFD),70181.0,Hispanic,Male,23
POLICE CAPTAIN,Houston Police Department-HPD,104455.0,White,Female,25
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,White,Male,15
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,9
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,4
LABORER,Houston Airport System (HAS),26125.0,Hispanic,Female,11
COUNSELOR,Health & Human Services,47382.0,Black,Female,2
ADMINISTRATIVE ASSISTANT,Houston Police Department-HPD,47278.0,Black,Female,23
FIRE FIGHTER,Houston Fire Department (HFD),45791.0,Black,Male,2
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,35
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,12
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,9
CUSTOMER SERVICE REPRESENTATIVE II,Houston Fire Department (HFD),34902.0,Black,Female,27
SEMI-SKILLED LABORER,Houston Airport System (HAS),33467.0,Black,Female,18
POLICE OFFICER,Houston Police Department-HPD,52514.0,Asian,Male,6
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Male,9
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9
SENIOR BUYER,Public Works & Engineering-PWE,47008.0,Hispanic,Female,10
LABORATORY SUPERVISOR,Public Works & Engineering-PWE,74097.0,Asian,Male,28
FIRE FIGHTER,Houston Fire Department (HFD),45791.0,White,Male,2
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Black,Male,9
ADMINISTRATIVE SPECIALIST,Public Works & Engineering-PWE,43888.0,White,Female,1
POLICE OFFICER,Houston Police Department-HPD,45279.0,White,Male,3
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,1
REAL ESTATE MANAGER,Public Works & Engineering-PWE,97626.0,White,Male,22
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,White,Male,1
FIELD SUPERVISOR,Parks & Recreation,36920.0,White,Male,18
ADMINISTRATIVE ASSISTANT,Houston Police Department-HPD,41704.0,Black,Female,24
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,23
ADMINISTRATIVE SPECIALIST,Public Works & Engineering-PWE,57842.0,White,Female,34
AIRPORT SUPERVISOR,Houston Airport System (HAS),45698.0,Black,Male,12
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Black,Male,12
POLICE OFFICER,Houston Police Department-HPD,45279.0,White,Female,3
ENGINEER,Public Works & Engineering-PWE,71680.0,Black,Female,8
ACCOUNTANT ASSOCIATE,Public Works & Engineering-PWE,35027.0,White,Female,26
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,31
IRM MANAGER,Public Works & Engineering-PWE,124861.0,Asian,Male,17
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,34
CUSTOMER SERVICE REPRESENTATIVE II,Houston Fire Department (HFD),36400.0,Black,Female,3
TECHNICAL HARDWARE ANALYST II,Public Works & Engineering-PWE,49587.0,Black,Male,11
SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,33654.0,Hispanic,Male,1
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Hispanic,Female,1
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,18
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,38688.0,Black,Male,10
SENIOR REAL ESTATE ANALYST,Public Works & Engineering-PWE,76085.0,White,Female,1
UTILITY WORKER,Public Works & Engineering-PWE,32864.0,Hispanic,Male,8
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,19
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,12
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Male,10
COMMUNICATIONS SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,Black,Female,23
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Hispanic,Male,1
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Female,10
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,White,Male,36
ADMINISTRATIVE ASSOCIATE,Houston Police Department-HPD,30618.0,Black,Male,0
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Male,26
CUSTOMER SERVICE CASHIER,Public Works & Engineering-PWE,30493.0,Hispanic,Female,1
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,Hispanic,Male,4
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Asian,Male,25
PUBLIC WORKS MAINTENANCE MANAGER,Public Works & Engineering-PWE,92028.0,Black,Female,3
TECHNICAL HARDWARE ANALYST I,Public Works & Engineering-PWE,44429.0,Black,Male,20
SUPERINTENDENT,Parks & Recreation,72280.0,Hispanic,Male,22
UTILITY WORKER,Public Works & Engineering-PWE,40227.0,Black,Male,23
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,33
PLANT OPERATOR,Public Works & Engineering-PWE,39478.0,White,Male,11
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Black,Male,12
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,Asian,Male,1
FINANCIAL ANALYST IV,Public Works & Engineering-PWE,80433.0,Asian,Female,11
SENIOR POLICE TELECOMMUNICATOR,Houston Police Department-HPD,52333.0,Black,Female,26
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,21
SURVEILLANCE INVESTIGATOR EPIDEMIOLOGY,Health & Human Services,41870.0,Black,Male,3
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,12
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,23
SENIOR HUMAN RESOURCES SPECIALIST,Houston Police Department-HPD,55378.0,Asian,Female,30
EQUIPMENT WORKER,Public Works & Engineering-PWE,30347.0,Black,Female,0
LABORER,Houston Airport System (HAS),26125.0,Black,Female,9
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,8
STAFF ANALYST,Public Works & Engineering-PWE,62400.0,White,Female,4
POLICE SERGEANT,Houston Police Department-HPD,77076.0,Hispanic,Male,15
SENIOR COMMUNITY LIAISON,Houston Police Department-HPD,65416.0,White,Male,9
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,White,Male,8
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,13
UTILITY WORKER,Public Works & Engineering-PWE,31450.0,Black,Male,2
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Female,8
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,12
DEPUTY DIRECTOR-PUBLIC WORKS (EXECUTIVE,Public Works & Engineering-PWE,178331.0,White,Female,25
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,26
IRM MANAGER,Public Works & Engineering-PWE,104389.0,Black,Male,13
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,Hispanic,Male,15
MANAGEMENT ANALYST IV,Houston Airport System (HAS),74420.0,White,Male,15
ADMINISTRATIVE AIDE,Houston Police Department-HPD,26229.0,Black,Female,1
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,Hispanic,Male,9
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,White,Male,7
ADMINISTRATION MANAGER,Health & Human Services,90305.0,Black,Male,10
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7
SYSTEMS SUPPORT ANALYST II,Health & Human Services,54509.0,Black,Female,3
POLICE SERGEANT,Houston Police Department-HPD,77076.0,Hispanic,Female,15
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),66523.0,Black,Male,13
SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27352.0,Black,Male,0
REAL ESTATE ANALYST,Public Works & Engineering-PWE,53173.0,Black,Female,1
INSPECTOR,Houston Airport System (HAS),54080.0,White,Male,3
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,15
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,24
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,13
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Female,34
INSPECTOR,Public Works & Engineering-PWE,54683.0,Hispanic,Male,13
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,25
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Female,15
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,30
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Hispanic,Male,23
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,White,Female,1
WATER SERVICE INSPECTOR II,Public Works & Engineering-PWE,38251.0,Black,Male,8
CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,36837.0,Black,Female,15
CUSTOMER SERVICE CLERK,Health & Human Services,30410.0,Hispanic,Female,1
INSPECTOR,Public Works & Engineering-PWE,51584.0,White,Male,3
INSPECTOR,Public Works & Engineering-PWE,57450.0,White,Male,15
TECHNICAL HARDWARE ANALYST III,Public Works & Engineering-PWE,57200.0,Asian,Male,8
ELECTRICIAN,Public Works & Engineering-PWE,44096.0,Hispanic,Female,4
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Male,13
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,34
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7
INSPECTOR,Public Works & Engineering-PWE,51085.0,Black,Male,3
SENIOR AIRPORT COMMUNICATIONS OPERATOR,Houston Airport System (HAS),36587.0,Black,Female,8
EQUIPMENT WORKER,Public Works & Engineering-PWE,33613.0,Black,Female,18
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,26
POLICE SERGEANT,Houston Police Department-HPD,77076.0,White,Male,16
UTILITY WORKER,Public Works & Engineering-PWE,32635.0,Asian,Male,20
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,8
FIELD SUPERVISOR,Public Works & Engineering-PWE,45989.0,Black,Male,25
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,White,Male,30
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,33
POLICE OFFICER,Houston Police Department-HPD,47650.0,White,Male,4
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Black,Male,9
SENIOR INVENTORY MANAGEMENT CLERK,Public Works & Engineering-PWE,37357.0,Black,Female,23
POLICE OFFICER,Houston Police Department-HPD,50621.0,Hispanic,Male,5
EQUIPMENT WORKER,Public Works & Engineering-PWE,39021.0,Black,Male,19
POLICE SERGEANT,Houston Police Department-HPD,77076.0,Black,Male,16
UTILITY WORKER,Public Works & Engineering-PWE,40810.0,Asian,Male,20
UTILITY WORKER,Public Works & Engineering-PWE,30160.0,Black,Male,23
SECURITY OFFICER,Houston Airport System (HAS),29286.0,Black,Female,2
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),33176.0,Black,Male,8
POLICE OFFICER,Houston Police Department-HPD,47650.0,Black,Male,3
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,32
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,23
SENIOR BUYER,Houston Police Department-HPD,50190.0,Hispanic,Female,25
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,1
SENIOR EVIDENCE TECHNICIAN,Houston Police Department-HPD,41059.0,Hispanic,Male,19
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,Hispanic,Male,0
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Black,Male,37
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,36629.0,Black,Female,7
POLICE OFFICER,Houston Police Department-HPD,50621.0,Hispanic,Male,5
EQUIPMENT OPERATOR II,Houston Airport System (HAS),38730.0,Hispanic,Male,11
SYSTEMS ACCOUNTANT III,Houston Airport System (HAS),89416.0,Black,Female,9
ADMINISTRATIVE ASSISTANT,Houston Police Department-HPD,36920.0,Hispanic,Female,24
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Black,Male,1
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,11
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,20
INSPECTOR,Public Works & Engineering-PWE,60715.0,White,Male,9
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Male,10
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,10
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,19
SENIOR CONTRACT COMPLIANCE OFFICER,Houston Airport System (HAS),53518.0,Hispanic,Female,8
SENIOR CAPTAIN,Houston Fire Department (HFD),74270.0,White,Male,16
FIRE FIGHTER,Houston Fire Department (HFD),61921.0,Hispanic,Male,6
SUPERVISING ENGINEER,Public Works & Engineering-PWE,98748.0,Asian,Male,32
SYSTEMS ACCOUNTANT II,Houston Airport System (HAS),73635.0,Hispanic,Female,16
FIRE FIGHTER,Houston Fire Department (HFD),45791.0,White,Male,3
SENIOR DATA ENTRY OPERATOR,Public Works & Engineering-PWE,29453.0,Hispanic,Female,9
POLICE OFFICER,Houston Police Department-HPD,50621.0,Asian,Female,6
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Hispanic,Male,6
POLICE OFFICER,Houston Police Department-HPD,50621.0,White,Male,5
INSPECTOR,Public Works & Engineering-PWE,53123.0,White,Male,5
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,0
POLICE OFFICER,Houston Police Department-HPD,45279.0,White,Male,3
PROJECT TECHNICIAN III,Public Works & Engineering-PWE,43867.0,Black,Female,10
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,Black,Male,1
EQUIPMENT WORKER,Public Works & Engineering-PWE,35318.0,Black,Male,23
SEMI-SKILLED LABORER,Parks & Recreation,26125.0,Black,Male,8
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,20
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,20
SECURITY OFFICER INVESTIGATOR,Public Works & Engineering-PWE,34382.0,Black,Male,1
MAINTENANCE MECHANIC III,Houston Fire Department (HFD),37918.0,White,Male,21
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),66523.0,Black,Male,17
MANAGEMENT ANALYST IV,Health & Human Services,70864.0,Asian,Male,11
UTILITY WORKER,Public Works & Engineering-PWE,36754.0,Black,Female,24
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,White,Male,9
ASSISTANT PUBLIC WORKS OPERATIONS MANAGE,Public Works & Engineering-PWE,78728.0,White,Female,35
STAFF EPIDEMIOLOGIST,Health & Human Services,60082.0,White,Male,1
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,6
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,18
FINGERPRINT TECHNICIAN SUPERVISOR,Houston Police Department-HPD,55016.0,Black,Female,31
POLICE LIEUTENANT,Houston Police Department-HPD,86534.0,Black,Male,13
